Período: 20261;Emitido em: 11/02/2026 23:50 h; Data da última atualização: 11/02/2026 19:50h;
Critérios da busca: 
Não foi especificado nenhum critério de busca
Disciplina;Nome da disciplina;Professor;Créd;Turma;Destino;Vag;Turno;Horário/Sala;Horas a Distância;SHF;Horas de extensão;Pré-Req;Depto;
NEC1803; ESTAGIO SUPERVISIONADO III ;THOMAS EICHENBERG KRAHE;8;1EH;QQC;5;I;GAVEA;0;8;0; SIM ;PSI;
NUT1100; P I EM ALIMENTOS ;PATRICIA QUINTELLA VIEIRA;3;42D;QQC;2;I;TER 09-12   ;0;0;20;NÃO;MED;
NUT1102; NUT NA IND DE ALIMENTOS ;PATRICIA QUINTELLA VIEIRA;2;42C;QQC;9;I;QUA 11-13   ;0;0;0; SIM ;MED;
NUT1201; P I EM NUT E S COLETIVA ;AGNES BUENO DOS SANTOS;2;42C;QQC;13;I;QUA 09-11   ;0;0;30; SIM ;MED;
NUT1300; NUT C DA PRATICA PROF I ;AGNES BUENO DOS SANTOS;2;42C;QQC;12;I;QUA 07-09   ;0;0;15;NÃO;MED;
NUT1304; NUT HUM NO AD E ID ;YASMIN NOTARBARTOLO DI VILLAROSA DO AMARAL;5;42B;QQC;15;I;TER 09-12   QUA 13-15   ;0;0;0; SIM ;MED;
NUT1305; P I NUT NO AD E  ID ;YASMIN NOTARBARTOLO DI VILLAROSA DO AMARAL;2;42B;QQC;15;I;QUA 15-17   ;0;0;20;NÃO;MED;
NUT1306; EDUCACAO NUT ;LUCIANA D ABREU SARMENTO;2;42B;QQC;9;I;SEG 10-12   ;0;0;15;NÃO;MED;
NUT1400; GSAN I ;CAMILA DAS NEVES DIDINI;4;42C;QQC;10;I;TER 15-17   QUI 15-17   ;0;0;0; SIM ;MED;
NUT1402; TEC CUL I E GASTR CONTEMP ;CAMILA DAS NEVES DIDINI;4;42B;QQC;18;I;SEG 13-17   ;0;0;0;NÃO;MED;
NUT1403; PRAT EM SERV DE ALIM E NUT ;PATRICIA QUINTELLA VIEIRA;2;42B;QQC;16;I;TER 07-09   ;0;0;15; SIM ;MED;
NUT1500; NUT A F E ESP ;LETICIA AZEN ALVES COUTINHO;4;42B;QQC;16;I;QUA 07-11   ;0;0;0; SIM ;MED;
NUT1601; FIS E NUT CLIN II ;ANA PAULA SILVA CALDAS;7;42A;QQC;9;I;TER 08-12   QUI 10-13   ;0;0;0; SIM ;MED;
PMA2004; EXAME DE QUALIFICACAO ;HORISTA A CONTRATAR;0;3ZA;MPM;7;D; ;0;0;0;NÃO;MAT;
PMA2011; NUMEROS,CONJ FUNC ELEMENTARES ;TEMPO CONTINUO A DEFINIR;8;3ZA;MPM;20;D;SÁB 12-15   ;0;5;0;NÃO;MAT;
PMA2012; MATEMATICA DISCRETA ;TEMPO CONTINUO A DEFINIR;8;3ZA;MPM;20;D;SÁB 08-11   ;0;5;0;NÃO;MAT;
PMA2021; RESOLUCAO DE PROBLEMAS ;MARCOS CRAIZER;8;3ZA;MPM;7;D;GAVEA;0;8;0;NÃO;MAT;
PMA2022; GEOMETRIA II ;TEMPO CONTINUO A DEFINIR;8;3ZA;MPM;7;D;SÁB 12-15   ;0;5;0;NÃO;MAT;
PMA2023; FUNDAMENTOS DE CALCULO ;TEMPO CONTINUO A DEFINIR;8;3ZA;MPM;7;D;SÁB 08-11   ;0;5;0;NÃO;MAT;
PMA2023; FUNDAMENTOS DE CALCULO ;RENATA MARTINS DA ROSA;8;3ZB;QQC;2;I;GAVEA;0;8;0;NÃO;MAT;
PMA2024; TRABALHO CONCLUSAO DE CURSO ;HORISTA A CONTRATAR;0;3ZA;MPM;20;D;GAVEA;0;8;0;NÃO;MAT;
PMA2033; INTRODUCAO A ALGEBRA LINEAR ;RENATA MARTINS DA ROSA;8;3ZB;QQC;2;I;GAVEA;0;8;0;NÃO;MAT;
PSI1018; PSICANALISE FRANCESA ;GUILHERME GUTMAN CORREA DE ARAUJO;4;1EA;QQC;0;I;TER 15-17   QUI 15-17   ;0;0;0; SIM ;PSI;
PSI1023; TOPICOS EM NEUROCIENCIAS III ;NORMA MOREIRA SALGADO FRANCO;4;1EA;QQC;20;I;GAVEA;0;4;0; SIM ;PSI;
PSI1061; SENSACAO E PERCEPCAO ;ANNA CAROLINA DE ALMEIDA PORTUGAL;2;1EA;CCI;3;I;QUA 11-13   ;0;0;0;NÃO;PSI;
PSI1061; SENSACAO E PERCEPCAO ;DANIELLE PAES MACHADO DE ANDRADE BRANCO;2;1EB;CCI;3;I;SEG 07-09   ;0;0;0;NÃO;PSI;
PSI1061; SENSACAO E PERCEPCAO ;DANIELLE PAES MACHADO DE ANDRADE BRANCO;2;1EC;CCI;3;I;SEG 09-11   ;0;0;0;NÃO;PSI;
PSI1061; SENSACAO E PERCEPCAO ;ANNA CAROLINA DE ALMEIDA PORTUGAL;2;1EA;QQC;1;I;QUA 11-13   ;0;0;0;NÃO;PSI;
PSI1061; SENSACAO E PERCEPCAO ;DANIELLE PAES MACHADO DE ANDRADE BRANCO;2;1EB;QQC;0;I;SEG 07-09   ;0;0;0;NÃO;PSI;
PSI1061; SENSACAO E PERCEPCAO ;DANIELLE PAES MACHADO DE ANDRADE BRANCO;2;1EC;QQC;2;I;SEG 09-11   ;0;0;0;NÃO;PSI;
PSI1061; SENSACAO E PERCEPCAO ;DANIELLE PAES MACHADO DE ANDRADE BRANCO;2;1ED;QQC;36;I;SEG 11-13   ;0;0;0;NÃO;PSI;
PSI1061; SENSACAO E PERCEPCAO ;THOMAS EICHENBERG KRAHE;2;1EN;QQC;4;I;QUI 11-13   ;0;0;0;NÃO;PSI;
PSI1062; LAB SENSACAO E PERCEPCAO ;ANNA CAROLINA DE ALMEIDA PORTUGAL;2;1EA;CCI;3;I;SEG 11-13   ;0;0;0;NÃO;PSI;
PSI1062; LAB SENSACAO E PERCEPCAO ;DANIELLE PAES MACHADO DE ANDRADE BRANCO;2;1EB;CCI;3;I;QUA 07-09   ;0;0;0;NÃO;PSI;
PSI1062; LAB SENSACAO E PERCEPCAO ;DANIELLE PAES MACHADO DE ANDRADE BRANCO;2;1EC;CCI;3;I;QUA 09-11   ;0;0;0;NÃO;PSI;
PSI1062; LAB SENSACAO E PERCEPCAO ;ANNA CAROLINA DE ALMEIDA PORTUGAL;2;1EA;QQC;1;I;SEG 11-13   ;0;0;0;NÃO;PSI;
PSI1062; LAB SENSACAO E PERCEPCAO ;DANIELLE PAES MACHADO DE ANDRADE BRANCO;2;1EB;QQC;2;I;QUA 07-09   ;0;0;0;NÃO;PSI;
PSI1062; LAB SENSACAO E PERCEPCAO ;DANIELLE PAES MACHADO DE ANDRADE BRANCO;2;1EC;QQC;0;I;QUA 09-11   ;0;0;0;NÃO;PSI;
PSI1062; LAB SENSACAO E PERCEPCAO ;DANIELLE PAES MACHADO DE ANDRADE BRANCO;2;1EE;QQC;38;I;QUA 11-13   ;0;0;0;NÃO;PSI;
PSI1062; LAB SENSACAO E PERCEPCAO ;THOMAS EICHENBERG KRAHE;2;1EN;QQC;4;I;TER 11-13   ;0;0;0;NÃO;PSI;
PSI1063; APRENDIZAGEM E MEMORIA ;JAINNE MARTINS FERREIRA;2;1EA;CCI;2;I;SEG 07-09   ;0;0;0;NÃO;PSI;
PSI1063; APRENDIZAGEM E MEMORIA ;JAINNE MARTINS FERREIRA;2;1EB;CCI;3;I;SEG 09-11   ;0;0;0;NÃO;PSI;
PSI1063; APRENDIZAGEM E MEMORIA ;RITA DE CASSIA SOARES ALVES;2;1EC;CCI;3;I;QUA 09-11   ;0;0;0;NÃO;PSI;
PSI1063; APRENDIZAGEM E MEMORIA ;JAINNE MARTINS FERREIRA;2;1EA;QQC;11;I;SEG 07-09   ;0;0;0;NÃO;PSI;
PSI1063; APRENDIZAGEM E MEMORIA ;JAINNE MARTINS FERREIRA;2;1EB;QQC;0;I;SEG 09-11   ;0;0;0;NÃO;PSI;
PSI1063; APRENDIZAGEM E MEMORIA ;RITA DE CASSIA SOARES ALVES;2;1EC;QQC;0;I;QUA 09-11   ;0;0;0;NÃO;PSI;
PSI1063; APRENDIZAGEM E MEMORIA ;JESUS LANDEIRA FERNANDEZ;2;1ED;QQC;12;I;QUA 09-11   ;0;0;0;NÃO;PSI;
PSI1064; LAB APRENDIZAGEM E MEMORIA ;JAINNE MARTINS FERREIRA;2;1EA;CCI;2;I;QUA 07-09   ;0;0;0;NÃO;PSI;
PSI1064; LAB APRENDIZAGEM E MEMORIA ;JAINNE MARTINS FERREIRA;2;1EB;CCI;3;I;QUA 09-11   ;0;0;0;NÃO;PSI;
PSI1064; LAB APRENDIZAGEM E MEMORIA ;RITA DE CASSIA SOARES ALVES;2;1EC;CCI;3;I;SEG 09-11   ;0;0;0;NÃO;PSI;
PSI1064; LAB APRENDIZAGEM E MEMORIA ;JAINNE MARTINS FERREIRA;2;1EA;QQC;10;I;QUA 07-09   ;0;0;0;NÃO;PSI;
PSI1064; LAB APRENDIZAGEM E MEMORIA ;JAINNE MARTINS FERREIRA;2;1EB;QQC;3;I;QUA 09-11   ;0;0;0;NÃO;PSI;
PSI1064; LAB APRENDIZAGEM E MEMORIA ;RITA DE CASSIA SOARES ALVES;2;1EC;QQC;0;I;SEG 09-11   ;0;0;0;NÃO;PSI;
PSI1064; LAB APRENDIZAGEM E MEMORIA ;JESUS LANDEIRA FERNANDEZ;2;1ED;QQC;16;I;SEG 09-11   ;0;0;0;NÃO;PSI;
PSI1065; MOTIVACAO E EMOCAO ;JAINNE MARTINS FERREIRA;2;1EA;QQC;1;I;SEG 13-15   ;0;0;0;NÃO;PSI;
PSI1065; MOTIVACAO E EMOCAO ;RITA DE CASSIA SOARES ALVES;2;1EB;QQC;1;I;QUA 11-13   ;0;0;0;NÃO;PSI;
PSI1065; MOTIVACAO E EMOCAO ;RITA DE CASSIA SOARES ALVES;2;1EC;QQC;1;I;QUA 07-09   ;0;0;0;NÃO;PSI;
PSI1065; MOTIVACAO E EMOCAO ;JAINNE MARTINS FERREIRA;2;1EN;QQC;19;I;SEG 11-13   ;0;0;0;NÃO;PSI;
PSI1066; LAB DE MOTIVACAO E EMOCAO ;JAINNE MARTINS FERREIRA;2;1EA;QQC;0;I;QUA 13-15   ;0;0;0;NÃO;PSI;
PSI1066; LAB DE MOTIVACAO E EMOCAO ;RITA DE CASSIA SOARES ALVES;2;1EB;QQC;1;I;SEG 11-13   ;0;0;0;NÃO;PSI;
PSI1066; LAB DE MOTIVACAO E EMOCAO ;RITA DE CASSIA SOARES ALVES;2;1EC;QQC;1;I;SEG 07-09   ;0;0;0;NÃO;PSI;
PSI1066; LAB DE MOTIVACAO E EMOCAO ;JAINNE MARTINS FERREIRA;2;1EN;QQC;19;I;QUA 11-13   ;0;0;0;NÃO;PSI;
PSI1067; PENSAMENTO E LINGUAGEM ;ANNA CAROLINA DE ALMEIDA PORTUGAL;2;1EA;QQC;0;I;QUA 09-11   ;0;0;0; SIM ;PSI;
PSI1067; PENSAMENTO E LINGUAGEM ;RITA DE CASSIA SOARES ALVES;2;1EB;QQC;0;I;QUA 13-15   ;0;0;0; SIM ;PSI;
PSI1068; LAB DE PENSAMENTO E LINGUAGEM ;ANNA CAROLINA DE ALMEIDA PORTUGAL;2;1EA;QQC;0;I;SEG 09-11   ;0;0;0;NÃO;PSI;
PSI1068; LAB DE PENSAMENTO E LINGUAGEM ;RITA DE CASSIA SOARES ALVES;2;1EB;QQC;0;I;SEG 13-15   ;0;0;0;NÃO;PSI;
PSI1077; BASES BIOLOG COMPORTAMENTO ;CATIA MARTINS LEITE PADILHA;2;1EA;CCI;3;I;QUI 15-17   ;0;0;0;NÃO;PSI;
PSI1077; BASES BIOLOG COMPORTAMENTO ;NORMA MOREIRA SALGADO FRANCO;2;1EB;CCI;3;I;TER 11-13   ;0;0;0;NÃO;PSI;
PSI1077; BASES BIOLOG COMPORTAMENTO ;CATIA MARTINS LEITE PADILHA;2;1EC;CCI;3;I;QUI 11-13   ;0;0;0;NÃO;PSI;
PSI1077; BASES BIOLOG COMPORTAMENTO ;CATIA MARTINS LEITE PADILHA;2;1EA;QQC;7;I;QUI 15-17   ;0;0;0;NÃO;PSI;
PSI1077; BASES BIOLOG COMPORTAMENTO ;NORMA MOREIRA SALGADO FRANCO;2;1EB;QQC;0;I;TER 11-13   ;0;0;0;NÃO;PSI;
PSI1077; BASES BIOLOG COMPORTAMENTO ;CATIA MARTINS LEITE PADILHA;2;1EC;QQC;0;I;QUI 11-13   ;0;0;0;NÃO;PSI;
PSI1077; BASES BIOLOG COMPORTAMENTO ;CATIA MARTINS LEITE PADILHA;2;1ED;QQC;23;I;QUI 07-09   ;0;0;0;NÃO;PSI;
PSI1077; BASES BIOLOG COMPORTAMENTO ;CATIA MARTINS LEITE PADILHA;2;1EN;QQC;4;I;QUI 09-11   ;0;0;0;NÃO;PSI;
PSI1078; LAB BASES BIOLOG COMPORT ;CATIA MARTINS LEITE PADILHA;2;1EA;CCI;3;I;TER 15-17   ;0;0;0;NÃO;PSI;
PSI1078; LAB BASES BIOLOG COMPORT ;NORMA MOREIRA SALGADO FRANCO;2;1EB;CCI;3;I;QUI 11-13   ;0;0;0;NÃO;PSI;
PSI1078; LAB BASES BIOLOG COMPORT ;CATIA MARTINS LEITE PADILHA;2;1EC;CCI;3;I;TER 11-13   ;0;0;0;NÃO;PSI;
PSI1078; LAB BASES BIOLOG COMPORT ;CATIA MARTINS LEITE PADILHA;2;1EA;QQC;5;I;TER 15-17   ;0;0;0;NÃO;PSI;
PSI1078; LAB BASES BIOLOG COMPORT ;NORMA MOREIRA SALGADO FRANCO;2;1EB;QQC;0;I;QUI 11-13   ;0;0;0;NÃO;PSI;
PSI1078; LAB BASES BIOLOG COMPORT ;CATIA MARTINS LEITE PADILHA;2;1EC;QQC;0;I;TER 11-13   ;0;0;0;NÃO;PSI;
PSI1078; LAB BASES BIOLOG COMPORT ;CATIA MARTINS LEITE PADILHA;2;1ED;QQC;24;I;TER 07-09   ;0;0;0;NÃO;PSI;
PSI1078; LAB BASES BIOLOG COMPORT ;CATIA MARTINS LEITE PADILHA;2;1EN;QQC;4;I;TER 09-11   ;0;0;0;NÃO;PSI;
PSI1079; FUNDAMENTOS EM NEUROCIENCIAS ;NORMA MOREIRA SALGADO FRANCO;4;1EA;CCI;2;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;PSI;
PSI1079; FUNDAMENTOS EM NEUROCIENCIAS ;NORMA MOREIRA SALGADO FRANCO;4;1EB;CCI;3;I;TER 13-15   QUI 13-15   ;0;0;0;NÃO;PSI;
PSI1079; FUNDAMENTOS EM NEUROCIENCIAS ;NORMA MOREIRA SALGADO FRANCO;4;1EC;CCI;2;I;TER 15-17   QUI 15-17   ;0;0;0;NÃO;PSI;
PSI1079; FUNDAMENTOS EM NEUROCIENCIAS ;NORMA MOREIRA SALGADO FRANCO;4;1EA;QQC;0;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;PSI;
PSI1079; FUNDAMENTOS EM NEUROCIENCIAS ;NORMA MOREIRA SALGADO FRANCO;4;1EB;QQC;0;I;TER 13-15   QUI 13-15   ;0;0;0;NÃO;PSI;
PSI1079; FUNDAMENTOS EM NEUROCIENCIAS ;NORMA MOREIRA SALGADO FRANCO;4;1EC;QQC;5;I;TER 15-17   QUI 15-17   ;0;0;0;NÃO;PSI;
PSI1079; FUNDAMENTOS EM NEUROCIENCIAS ;CATIA MARTINS LEITE PADILHA;4;1ED;QQC;22;I;TER 13-15   QUI 13-15   ;0;0;0;NÃO;PSI;
PSI1083; PSICOPATOLOGIA ;MARCO AURELIO DE GOES MONTEIRO NEGREIROS;4;1EA;QQC;0;I;SEG 13-15   QUA 13-15   ;0;0;0; SIM ;PSI;
PSI1083; PSICOPATOLOGIA ;ALINE ROMANI SPONCHIADO;4;1EB;QQC;0;I;SEG 09-11   QUA 09-11   ;0;0;0; SIM ;PSI;
PSI1083; PSICOPATOLOGIA ;BRENO SANVICENTE VIEIRA;4;1EN;QQC;4;I;SEG 09-11   QUA 09-11   ;0;0;0; SIM ;PSI;
PSI1084; TRANSTORNOS MENTAIS I ;LIANE GUIMARAES REIS;4;1EA;QQC;12;I;SEG 09-11   QUA 09-11   ;0;0;0; SIM ;PSI;
PSI1084; TRANSTORNOS MENTAIS I ;ALINE ROMANI SPONCHIADO;4;1EB;QQC;0;I;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;PSI;
PSI1085; TRANSTORNOS MENTAIS II ;GISELE DE ALELUIA VIEIRA;4;1EA;QQC;16;I;SEG 13-15   QUA 13-15   ;0;0;0; SIM ;PSI;
PSI1085; TRANSTORNOS MENTAIS II ;ALINE ROMANI SPONCHIADO;4;1EB;QQC;14;I;SEG 07-09   QUA 07-09   ;0;0;0; SIM ;PSI;
PSI1085; TRANSTORNOS MENTAIS II ;MARCO AURELIO DE GOES MONTEIRO NEGREIROS;4;1EN;QQC;16;I;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;PSI;
PSI1086; PSICOFARMACOLOGIA ;LIANE GUIMARAES REIS;2;1EA;QQC;0;I;QUA 11-13   ;0;0;0; SIM ;PSI;
PSI1086; PSICOFARMACOLOGIA ;MARCO AURELIO DE GOES MONTEIRO NEGREIROS;2;1EB;QQC;11;I;QUA 15-17   ;0;0;0; SIM ;PSI;
PSI1100; HISTORIA DA PSICOLOGIA MODERNA ;LUIS ANTONIO MONTEIRO CAMPOS;4;1EA;CCI;3;I;TER 11-13   QUI 11-13   ;0;0;0;NÃO;PSI;
PSI1100; HISTORIA DA PSICOLOGIA MODERNA ;LUIS ANTONIO MONTEIRO CAMPOS;4;1EB;CCI;3;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;PSI;
PSI1100; HISTORIA DA PSICOLOGIA MODERNA ;FELIPE CARVALHO NOVAES;4;1EC;CCI;3;I;SEG 13-15   QUA 13-15   ;0;0;0;NÃO;PSI;
PSI1100; HISTORIA DA PSICOLOGIA MODERNA ;LUIS ANTONIO MONTEIRO CAMPOS;4;1EA;QQC;5;I;TER 11-13   QUI 11-13   ;0;0;0;NÃO;PSI;
PSI1100; HISTORIA DA PSICOLOGIA MODERNA ;LUIS ANTONIO MONTEIRO CAMPOS;4;1EB;QQC;0;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;PSI;
PSI1100; HISTORIA DA PSICOLOGIA MODERNA ;FELIPE CARVALHO NOVAES;4;1EC;QQC;0;I;SEG 13-15   QUA 13-15   ;0;0;0;NÃO;PSI;
PSI1100; HISTORIA DA PSICOLOGIA MODERNA ;ALEXANDRE DE OLIVEIRA MARQUES;4;1ED;QQC;35;I;TER 11-13   QUI 11-13   ;0;0;0;NÃO;PSI;
PSI1101; TEORIAS DA PERSONALIDADE ;MARIA AMELIA PENIDO SAMPAIO;4;1EA;CCI;2;I;SEG 09-11   QUA 09-11   ;0;0;0;NÃO;PSI;
PSI1101; TEORIAS DA PERSONALIDADE ;FELIPE CARVALHO NOVAES;4;1EB;CCI;1;I;SEG 11-13   QUA 11-13   ;0;0;0;NÃO;PSI;
PSI1101; TEORIAS DA PERSONALIDADE ;FELIPE CARVALHO NOVAES;4;1EC;CCI;3;I;SEG 07-09   QUA 07-09   ;0;0;0;NÃO;PSI;
PSI1101; TEORIAS DA PERSONALIDADE ;MARIA AMELIA PENIDO SAMPAIO;4;1EA;QQC;0;I;SEG 09-11   QUA 09-11   ;0;0;0;NÃO;PSI;
PSI1101; TEORIAS DA PERSONALIDADE ;FELIPE CARVALHO NOVAES;4;1EB;QQC;0;I;SEG 11-13   QUA 11-13   ;0;0;0;NÃO;PSI;
PSI1101; TEORIAS DA PERSONALIDADE ;FELIPE CARVALHO NOVAES;4;1EC;QQC;0;I;SEG 07-09   QUA 07-09   ;0;0;0;NÃO;PSI;
PSI1140; EPISTEMOLOGIA CIENTIFICA ;AUTERIVES MACIEL JUNIOR;4;1EA;CCI;2;I;TER 13-15   QUI 13-15   ;0;0;0;NÃO;PSI;
PSI1140; EPISTEMOLOGIA CIENTIFICA ;AUTERIVES MACIEL JUNIOR;4;1EB;CCI;3;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;PSI;
PSI1140; EPISTEMOLOGIA CIENTIFICA ;AUTERIVES MACIEL JUNIOR;4;1EC;CCI;3;I;TER 11-13   QUI 11-13   ;0;0;0;NÃO;PSI;
PSI1140; EPISTEMOLOGIA CIENTIFICA ;AUTERIVES MACIEL JUNIOR;4;1EA;QQC;0;I;TER 13-15   QUI 13-15   ;0;0;0;NÃO;PSI;
PSI1140; EPISTEMOLOGIA CIENTIFICA ;AUTERIVES MACIEL JUNIOR;4;1EB;QQC;1;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;PSI;
PSI1140; EPISTEMOLOGIA CIENTIFICA ;AUTERIVES MACIEL JUNIOR;4;1EC;QQC;0;I;TER 11-13   QUI 11-13   ;0;0;0;NÃO;PSI;
PSI1140; EPISTEMOLOGIA CIENTIFICA ;AUTERIVES MACIEL JUNIOR;4;1ED;QQC;26;I;TER 15-17   QUI 15-17   ;0;0;0;NÃO;PSI;
PSI1200; PSICANALISE I ;FABRICIO MARTINS PINTO;4;1EA;CCI;3;I;TER 13-15   QUI 13-15   ;0;0;0;NÃO;PSI;
PSI1200; PSICANALISE I ;RICARDO TORRI DE ARAUJO;4;1EB;CCI;1;I;SEG 09-11   QUA 09-11   ;0;0;0;NÃO;PSI;
PSI1200; PSICANALISE I ;GABRIEL CUNHA NUNES;4;1EC;CCI;3;I;SEG 11-13   QUA 11-13   ;0;0;0;NÃO;PSI;
PSI1200; PSICANALISE I ;FABRICIO MARTINS PINTO;4;1ED;CCI;1;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;PSI;
PSI1200; PSICANALISE I ;FABRICIO MARTINS PINTO;4;1EA;QQC;0;I;TER 13-15   QUI 13-15   ;0;0;0;NÃO;PSI;
PSI1200; PSICANALISE I ;RICARDO TORRI DE ARAUJO;4;1EB;QQC;4;I;SEG 09-11   QUA 09-11   ;0;0;0;NÃO;PSI;
PSI1200; PSICANALISE I ;GABRIEL CUNHA NUNES;4;1EC;QQC;1;I;SEG 11-13   QUA 11-13   ;0;0;0;NÃO;PSI;
PSI1200; PSICANALISE I ;FABRICIO MARTINS PINTO;4;1ED;QQC;18;I;TER 09-11   QUI 09-11   ;0;0;0;NÃO;PSI;
PSI1201; PSICANALISE II ;RICARDO TORRI DE ARAUJO;4;1EA;QQC;0;I;TER 09-11   QUI 09-11   ;0;0;0; SIM ;PSI;
PSI1201; PSICANALISE II ;DANIELA ROMAO BARBUTO DIAS;4;1EB;QQC;0;I;SEG 11-13   QUA 11-13   ;0;0;0; SIM ;PSI;
PSI1201; PSICANALISE II ;GABRIEL CUNHA NUNES;4;1EC;QQC;27;I;SEG 13-15   QUA 13-15   ;0;0;0; SIM ;PSI;
PSI1202; PSICANALISE III ;RICARDO TORRI DE ARAUJO;4;1EA;QQC;12;I;TER 13-15   QUI 13-15   ;0;0;0; SIM ;PSI;
PSI1202; PSICANALISE III ;MELISSA DE OLIVEIRA PEREIRA;4;1EB;QQC;0;I;SEG 07-09   QUA 07-09   ;0;0;0; SIM ;PSI;
PSI1224; PSICOLOGIA JUNGUIANA ;HENRIQUE DE CARVALHO PEREIRA;4;1EA;QQC;1;I;TER 13-15   QUI 13-15   ;0;0;0; SIM ;PSI;
PSI1226; SINTOMATOLOGIAS CONTEMPORANEAS ;FERNANDO RIBEIRO TENORIO;4;1EA;QQC;8;I;QUI 09-13   ;0;0;0; SIM ;PSI;
PSI1232; PSICANALISE INTERSUBJETIVIDADE ;DANIELA ROMAO BARBUTO DIAS;2;1EA;QQC;0;I;SEG 09-11   ;0;0;0; SIM ;PSI;
PSI1238; TOPICOS EM PSICANALISE I ;GUILHERME GUTMAN CORREA DE ARAUJO;2;1EA;QQC;2;I;SEX 09-11   ;0;0;0; SIM ;PSI;
PSI1239; TOPICOS EM PSICANALISE II ;GUILHERME GUTMAN CORREA DE ARAUJO;4;1EA;QQC;18;I;SEG 15-17   QUA 15-17   ;0;0;0; SIM ;PSI;
PSI1240; PSI SOCIAL:PROC INDIVIDUAIS ;FELIPE CARVALHO NOVAES;4;1EA;QQC;0;I;SEG 09-11   QUA 09-11   ;0;0;0;NÃO;PSI;
PSI1240; PSI SOCIAL:PROC INDIVIDUAIS ;LUIS ANTONIO MONTEIRO CAMPOS;4;1EB;QQC;0;I;TER 13-15   QUI 13-15   ;0;0;0;NÃO;PSI;
PSI1240; PSI SOCIAL:PROC INDIVIDUAIS ;WALDIR MONTEIRO SAMPAIO;4;1EN;QQC;0;I;TER 11-13   QUI 11-13   ;0;0;0;NÃO;PSI;
PSI1241; PSI SOCIAL:PROC GRUPAIS ;ANTONIO CARLOS DE OLIVEIRA;4;1MA;QQC;14;I;TER 17-19   QUI 17-19   ;0;0;0;NÃO;SER;
PSI1248; TOP EM PSI ORGANIZACIONAL I ;MARACY DOMINGUES ALVES;2;1EA;QQC;21;I;TER 17-19   ;0;0;0;NÃO;PSI;
PSI1306; SAUDE COLETIVA ;MELISSA DE OLIVEIRA PEREIRA;2;1EA;QQC;0;I;SEG 11-13   ;0;0;0; SIM ;PSI;
PSI1306; SAUDE COLETIVA ;MELISSA DE OLIVEIRA PEREIRA;2;1EB;QQC;0;I;QUA 11-13   ;0;0;0; SIM ;PSI;
PSI1308; TOP EM PSICOLOGIA E SAUDE I ;DANIEL CORREA MOGRABI;4;1EA;QQC;18;I;TER 13-15   ;2;0;0; SIM ;PSI;
PSI1311; TOPICOS SAUDE MENTAL II ;LIANE GUIMARAES REIS;2;1EA;QQC;38;I;SEG 11-13   ;0;0;0; SIM ;PSI;
PSI1321; METODOS QUANTITATIVOS ;LARISSA MARIA DAVID GABARDO MARTINS;2;1EA;CCI;2;I;TER 09-11   ;0;0;0;NÃO;PSI;
PSI1321; METODOS QUANTITATIVOS ;LUIS FLAVIO CHAVES ANUNCIACAO;2;1EB;CCI;3;I;QUI 07-09   ;0;0;0;NÃO;PSI;
PSI1321; METODOS QUANTITATIVOS ;LARISSA MARIA DAVID GABARDO MARTINS;2;1EC;CCI;3;I;TER 07-09   ;0;0;0;NÃO;PSI;
PSI1321; METODOS QUANTITATIVOS ;LARISSA MARIA DAVID GABARDO MARTINS;2;1EA;QQC;1;I;TER 09-11   ;0;0;0;NÃO;PSI;
PSI1321; METODOS QUANTITATIVOS ;LUIS FLAVIO CHAVES ANUNCIACAO;2;1EB;QQC;11;I;QUI 07-09   ;0;0;0;NÃO;PSI;
PSI1321; METODOS QUANTITATIVOS ;LARISSA MARIA DAVID GABARDO MARTINS;2;1EC;QQC;0;I;TER 07-09   ;0;0;0;NÃO;PSI;
PSI1321; METODOS QUANTITATIVOS ;LUIS FLAVIO CHAVES ANUNCIACAO;2;1ED;QQC;13;I;QUI 13-15   ;0;0;0;NÃO;PSI;
PSI1321; METODOS QUANTITATIVOS ;LARISSA MARIA DAVID GABARDO MARTINS;2;1EE;QQC;16;I;TER 13-15   ;0;0;0;NÃO;PSI;
PSI1321; METODOS QUANTITATIVOS ;LUIS FLAVIO CHAVES ANUNCIACAO;2;1EN;QQC;24;I;QUI 09-11   ;0;0;0;NÃO;PSI;
PSI1322; LAB METODOS QUANTITATIVOS ;LARISSA MARIA DAVID GABARDO MARTINS;2;1EA;CCI;2;I;QUI 09-11   ;0;0;0;NÃO;PSI;
PSI1322; LAB METODOS QUANTITATIVOS ;LUIS FLAVIO CHAVES ANUNCIACAO;2;1EB;CCI;3;I;TER 07-09   ;0;0;0;NÃO;PSI;
PSI1322; LAB METODOS QUANTITATIVOS ;LARISSA MARIA DAVID GABARDO MARTINS;2;1EC;CCI;3;I;QUI 07-09   ;0;0;0;NÃO;PSI;
